gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Avg_Monthly_Spend,Charge_per_Tenure,Service_Count
Male,0,No,No,62,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,One year,Yes,Electronic check,96.75,6125.4,Yes,98.79677419354839,1.560483870967742,5.0
Female,1,Yes,No,70,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Two year,Yes,Credit card (automatic),75.65,5411.4,No,77.30571428571427,1.0807142857142857,2.0
Female,0,No,No,10,1,1.0,Fiber optic,0.0,0.0,0.0,1.0,1.0,1.0,Month-to-month,Yes,Electronic check,98.5,1058.25,Yes,105.825,9.85,5.0
Male,0,Yes,Yes,39,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,Yes,Mailed check,23.8,903.8,No,23.174358974358974,0.6102564102564103,2.0
Female,0,Yes,No,46,1,0.0,DSL,0.0,1.0,0.0,1.0,1.0,0.0,Two year,Yes,Credit card (automatic),64.2,3009.5,No,65.42391304347827,1.3956521739130436,4.0
Male,0,No,No,6,1,0.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,0.0,Month-to-month,Yes,Electronic check,85.35,489.45,Yes,81.575,14.225,3.0
Female,0,Yes,Yes,72,1,1.0,DSL,0.0,0.0,1.0,0.0,1.0,1.0,Two year,Yes,Bank transfer (automatic),76.8,5468.45,No,75.95069444444444,1.0666666666666667,5.0
Male,0,No,No,18,1,0.0,DSL,0.0,0.0,1.0,1.0,0.0,0.0,Month-to-month,No,Credit card (automatic),55.2,1058.1,No,58.78333333333333,3.066666666666667,3.0
Male,0,Yes,No,71,1,1.0,Fiber optic,1.0,0.0,1.0,1.0,1.0,1.0,Two year,Yes,Credit card (automatic),108.55,7616.0,No,107.26760563380282,1.5288732394366196,7.0
Male,0,Yes,No,40,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,1.0,Month-to-month,Yes,Electronic check,101.3,4113.1,Yes,102.82750000000001,2.5324999999999998,5.0
Male,0,No,No,1,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Electronic check,69.55,69.55,Yes,69.55,69.55,1.0
Male,0,No,No,58,1,1.0,Fiber optic,0.0,1.0,1.0,0.0,1.0,1.0,One year,Yes,Bank transfer (automatic),103.25,6017.65,Yes,103.75258620689655,1.7801724137931034,6.0
Male,0,No,No,70,1,1.0,Fiber optic,1.0,0.0,0.0,1.0,1.0,1.0,Two year,Yes,Credit card (automatic),104.0,7250.15,Yes,103.57357142857143,1.4857142857142858,6.0
Female,0,Yes,No,42,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,No,Electronic check,25.25,1108.2,No,26.385714285714286,0.6011904761904762,2.0
Male,0,Yes,Yes,34,0,0.0,DSL,1.0,0.0,0.0,0.0,0.0,0.0,One year,No,Bank transfer (automatic),30.4,938.65,No,27.60735294117647,0.8941176470588235,1.0
Male,1,No,No,5,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Bank transfer (automatic),20.05,94.15,No,18.830000000000002,4.01,1.0
Female,0,No,No,25,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,0.0,Month-to-month,Yes,Mailed check,84.6,2088.05,No,83.522,3.384,3.0
Female,0,No,No,2,1,0.0,Fiber optic,0.0,0.0,1.0,0.0,0.0,1.0,Month-to-month,Yes,Mailed check,86.2,178.7,Yes,89.35,43.1,3.0
Female,0,Yes,Yes,55,1,0.0,Fiber optic,0.0,1.0,1.0,1.0,1.0,1.0,One year,Yes,Bank transfer (automatic),103.7,5656.75,No,102.85,1.8854545454545455,6.0
Male,0,Yes,No,21,1,1.0,Fiber optic,0.0,1.0,1.0,1.0,1.0,1.0,Month-to-month,Yes,Electronic check,111.2,2317.1,Yes,110.33809523809524,5.295238095238095,7.0
Male,0,Yes,No,70,1,1.0,Fiber optic,1.0,1.0,0.0,1.0,0.0,0.0,Two year,Yes,Credit card (automatic),88.0,5986.45,No,85.52071428571428,1.2571428571428571,5.0
Female,0,Yes,No,61,1,1.0,Fiber optic,0.0,0.0,1.0,1.0,1.0,1.0,Month-to-month,Yes,Electronic check,106.35,6751.35,No,110.67786885245903,1.7434426229508195,6.0
Male,0,Yes,Yes,43,1,0.0,DSL,1.0,0.0,1.0,1.0,1.0,1.0,Two year,Yes,Credit card (automatic),79.15,3566.6,No,82.94418604651163,1.8406976744186048,6.0
Male,0,No,No,47,1,1.0,Fiber optic,0.0,1.0,1.0,0.0,1.0,1.0,One year,Yes,Electronic check,103.1,4889.3,No,104.02765957446809,2.1936170212765957,6.0
Male,0,No,No,5,1,0.0,DSL,0.0,0.0,1.0,1.0,1.0,0.0,Month-to-month,Yes,Credit card (automatic),63.95,318.1,No,63.620000000000005,12.790000000000001,4.0
Female,0,No,No,62,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,Yes,Credit card (automatic),25.8,1563.95,No,25.225,0.4161290322580645,2.0
Female,0,Yes,Yes,16,1,0.0,Fiber optic,0.0,1.0,1.0,0.0,1.0,0.0,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,Yes,89.390625,5.590625,4.0
Male,1,Yes,No,7,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,Yes,Bank transfer (automatic),95.6,644.35,Yes,92.05,13.657142857142857,4.0
Female,0,Yes,Yes,14,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Mailed check,25.55,372.45,No,26.603571428571428,1.825,2.0
Male,0,Yes,Yes,60,1,0.0,Fiber optic,0.0,1.0,1.0,0.0,1.0,0.0,One year,No,Electronic check,90.95,5453.4,Yes,90.89,1.5158333333333334,4.0
Male,0,Yes,Yes,34,0,0.0,DSL,0.0,0.0,1.0,1.0,1.0,0.0,Month-to-month,Yes,Electronic check,44.85,1442.6,No,42.42941176470588,1.3191176470588235,3.0
Female,0,Yes,No,50,1,1.0,Fiber optic,1.0,1.0,0.0,1.0,1.0,1.0,One year,No,Electronic check,108.55,5610.7,Yes,112.214,2.171,7.0
Male,0,Yes,Yes,38,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,No,Credit card (automatic),25.05,963.95,No,25.367105263157896,0.6592105263157895,2.0
Female,0,Yes,Yes,70,1,0.0,DSL,1.0,1.0,1.0,1.0,0.0,1.0,One year,No,Credit card (automatic),74.1,5222.3,No,74.60428571428572,1.0585714285714285,6.0
Female,0,Yes,Yes,37,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,0.0,Month-to-month,Yes,Electronic check,88.8,3340.55,No,90.28513513513514,2.4,4.0
Female,1,No,No,4,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,0.0,Month-to-month,Yes,Electronic check,78.85,292.8,Yes,73.2,19.7125,2.0
Male,1,Yes,Yes,60,1,1.0,Fiber optic,1.0,1.0,0.0,0.0,0.0,1.0,Month-to-month,Yes,Electronic check,93.25,5774.55,No,96.2425,1.5541666666666667,5.0
Male,0,Yes,Yes,62,1,0.0,DSL,1.0,0.0,1.0,1.0,0.0,1.0,One year,No,Credit card (automatic),71.4,4487.3,No,72.3758064516129,1.1516129032258065,5.0
Male,0,No,No,1,1,0.0,DSL,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Mailed check,44.4,44.4,Yes,44.4,44.4,1.0
Male,0,No,No,36,1,0.0,DSL,1.0,0.0,1.0,1.0,1.0,1.0,Month-to-month,Yes,Credit card (automatic),79.2,2854.95,No,79.30416666666666,2.2,6.0
Male,0,No,No,44,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,No,Credit card (automatic),20.4,905.55,No,20.580681818181816,0.4636363636363636,1.0
Female,1,No,No,55,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,One year,Yes,Electronic check,100.0,5509.3,Yes,100.16909090909091,1.8181818181818181,5.0
Female,0,Yes,No,72,1,1.0,Fiber optic,1.0,0.0,1.0,0.0,1.0,1.0,Two year,Yes,Credit card (automatic),105.0,7589.8,No,105.41388888888889,1.4583333333333333,6.0
Female,0,Yes,Yes,12,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,No,Bank transfer (automatic),19.8,229.6,Yes,19.133333333333333,1.6500000000000001,1.0
Female,0,No,No,13,0,0.0,DSL,1.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Bank transfer (automatic),30.85,394.1,No,30.315384615384616,2.373076923076923,1.0
Male,0,No,No,1,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,Yes,Electronic check,89.9,89.9,Yes,89.9,89.9,3.0
Female,0,Yes,Yes,15,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,No,Mailed check,20.55,295.95,No,19.73,1.37,1.0
Female,0,No,No,65,1,0.0,DSL,1.0,1.0,1.0,1.0,1.0,1.0,Two year,Yes,Bank transfer (automatic),84.85,5459.2,No,83.9876923076923,1.3053846153846154,7.0
Female,0,Yes,Yes,12,0,0.0,DSL,1.0,0.0,0.0,1.0,0.0,0.0,One year,No,Credit card (automatic),33.15,444.75,No,37.0625,2.7624999999999997,2.0
Male,0,Yes,No,72,1,1.0,DSL,1.0,1.0,1.0,1.0,1.0,1.0,Two year,Yes,Credit card (automatic),92.0,6782.15,No,94.19652777777777,1.2777777777777777,8.0
Female,0,Yes,Yes,72,1,1.0,DSL,1.0,1.0,1.0,1.0,1.0,1.0,Two year,No,Credit card (automatic),89.8,6510.45,No,90.42291666666667,1.2472222222222222,8.0
Female,0,Yes,Yes,72,1,1.0,Fiber optic,1.0,1.0,1.0,1.0,1.0,1.0,Two year,Yes,Bank transfer (automatic),115.8,8476.5,No,117.72916666666667,1.6083333333333334,8.0
Male,0,No,Yes,52,1,1.0,DSL,1.0,1.0,0.0,1.0,1.0,1.0,Two year,Yes,Mailed check,85.15,4461.85,No,85.8048076923077,1.6375000000000002,7.0
Male,0,No,No,2,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Mailed check,24.85,62.0,No,31.0,12.425,2.0
Female,0,No,No,5,1,0.0,DSL,1.0,0.0,0.0,1.0,1.0,0.0,Month-to-month,Yes,Electronic check,64.35,352.65,No,70.53,12.87,4.0
Female,0,No,No,68,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,No,Credit card (automatic),20.5,1424.9,No,20.954411764705885,0.3014705882352941,1.0
Female,0,No,Yes,62,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,One year,Yes,Electronic check,100.15,6413.65,Yes,103.44596774193548,1.6153225806451614,5.0
Male,0,No,No,72,1,1.0,DSL,1.0,1.0,0.0,1.0,1.0,1.0,Two year,No,Credit card (automatic),86.05,6309.65,No,87.63402777777777,1.1951388888888888,7.0
Male,0,No,No,1,1,0.0,DSL,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,No,Electronic check,50.8,50.8,Yes,50.8,50.8,2.0
Female,0,Yes,No,66,1,1.0,Fiber optic,1.0,1.0,0.0,1.0,0.0,0.0,One year,No,Electronic check,89.0,5898.6,No,89.37272727272727,1.3484848484848484,5.0
Male,0,Yes,Yes,72,0,0.0,DSL,1.0,1.0,1.0,1.0,1.0,1.0,Two year,Yes,Credit card (automatic),64.8,4719.75,No,65.55208333333333,0.8999999999999999,6.0
Male,0,No,No,26,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,No,Credit card (automatic),19.8,457.3,No,17.588461538461537,0.7615384615384616,1.0
Male,0,Yes,Yes,64,1,1.0,Fiber optic,1.0,0.0,1.0,0.0,0.0,1.0,Two year,No,Bank transfer (automatic),93.4,5822.3,No,90.9734375,1.459375,5.0
Male,1,Yes,No,20,1,0.0,Fiber optic,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Electronic check,73.65,1463.5,Yes,73.175,3.6825,2.0
Female,0,No,No,3,1,0.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,1.0,Month-to-month,Yes,Electronic check,95.1,307.4,Yes,102.46666666666665,31.7,4.0
Male,0,No,No,22,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,Yes,Credit card (automatic),94.65,2104.55,Yes,95.66136363636365,4.302272727272728,4.0
Male,0,Yes,No,4,1,0.0,Fiber optic,0.0,0.0,1.0,1.0,0.0,0.0,Month-to-month,Yes,Mailed check,80.6,319.15,Yes,79.7875,20.15,3.0
Male,0,Yes,No,62,0,0.0,DSL,0.0,0.0,0.0,1.0,1.0,0.0,Two year,Yes,Bank transfer (automatic),39.0,2337.45,No,37.7008064516129,0.6290322580645161,2.0
Female,0,No,No,5,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Mailed check,20.5,104.3,No,20.86,4.1,1.0
Male,0,Yes,No,59,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,One year,No,Electronic check,85.55,5084.65,Yes,86.18050847457627,1.45,3.0
Male,0,No,Yes,3,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,Yes,Mailed check,26.4,121.25,No,40.416666666666664,8.799999999999999,2.0
Female,0,Yes,No,72,1,1.0,Fiber optic,1.0,0.0,1.0,1.0,1.0,0.0,Two year,Yes,Bank transfer (automatic),98.2,7015.9,No,97.44305555555555,1.363888888888889,6.0
Male,0,Yes,Yes,57,1,0.0,Fiber optic,0.0,1.0,1.0,0.0,1.0,1.0,One year,Yes,Credit card (automatic),97.55,5598.0,No,98.21052631578948,1.7114035087719297,5.0
Male,0,No,Yes,66,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,No,Credit card (automatic),19.95,1269.1,No,19.228787878787877,0.30227272727272725,1.0
Female,0,No,No,60,0,0.0,DSL,0.0,1.0,0.0,0.0,1.0,1.0,Month-to-month,Yes,Electronic check,50.8,3027.4,Yes,50.45666666666667,0.8466666666666666,3.0
Male,0,No,Yes,45,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,Two year,No,Bank transfer (automatic),99.7,4634.35,No,102.98555555555556,2.2155555555555555,5.0
Female,0,No,No,3,0,0.0,DSL,0.0,0.0,0.0,0.0,1.0,0.0,Month-to-month,Yes,Credit card (automatic),34.8,113.95,No,37.983333333333334,11.6,1.0
Female,0,No,No,15,1,0.0,Fiber optic,1.0,0.0,1.0,1.0,1.0,1.0,Month-to-month,No,Electronic check,105.1,1582.75,Yes,105.51666666666667,7.006666666666666,6.0
Female,0,No,Yes,51,0,0.0,DSL,1.0,0.0,1.0,1.0,1.0,1.0,One year,No,Bank transfer (automatic),60.15,3077.0,No,60.333333333333336,1.1794117647058824,5.0
Female,0,No,No,60,1,1.0,DSL,1.0,0.0,1.0,1.0,0.0,0.0,One year,No,Electronic check,64.75,4039.5,No,67.325,1.0791666666666666,5.0
Male,0,No,No,33,1,1.0,DSL,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Bank transfer (automatic),54.65,1665.2,No,50.46060606060606,1.656060606060606,3.0
Male,0,No,No,10,1,0.0,Fiber optic,1.0,1.0,1.0,1.0,1.0,1.0,Month-to-month,Yes,Electronic check,110.1,1043.3,Yes,104.33,11.01,7.0
Male,1,No,No,26,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,No,Credit card (automatic),19.3,504.2,No,19.392307692307693,0.7423076923076923,1.0
Female,0,No,No,6,1,0.0,Fiber optic,0.0,0.0,1.0,0.0,0.0,1.0,Month-to-month,No,Electronic check,83.9,497.55,Yes,82.925,13.983333333333334,3.0
Female,0,Yes,No,67,1,1.0,Fiber optic,1.0,0.0,1.0,1.0,1.0,1.0,One year,Yes,Electronic check,111.25,7511.65,No,112.1141791044776,1.6604477611940298,7.0
Female,0,Yes,Yes,49,0,0.0,DSL,1.0,0.0,0.0,1.0,0.0,0.0,One year,Yes,Credit card (automatic),35.8,1782.0,No,36.36734693877551,0.7306122448979592,2.0
Male,0,No,No,1,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Mailed check,20.05,20.05,No,20.05,20.05,1.0
Female,1,No,No,7,1,0.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,0.0,Month-to-month,Yes,Electronic check,84.35,609.65,No,87.09285714285714,12.049999999999999,3.0
Female,1,No,No,27,1,1.0,Fiber optic,1.0,1.0,1.0,0.0,1.0,1.0,One year,Yes,Bank transfer (automatic),110.5,2857.6,No,105.83703703703704,4.092592592592593,7.0
Male,0,Yes,Yes,37,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,1.0,One year,No,Credit card (automatic),91.2,3247.55,No,87.77162162162162,2.464864864864865,3.0
Female,0,Yes,Yes,63,1,1.0,Fiber optic,1.0,1.0,1.0,0.0,1.0,0.0,Month-to-month,Yes,Electronic check,100.55,6215.35,Yes,98.65634920634922,1.596031746031746,6.0
Male,0,Yes,Yes,31,1,1.0,Fiber optic,1.0,0.0,1.0,1.0,0.0,0.0,Month-to-month,No,Electronic check,89.3,2823.0,No,91.06451612903226,2.8806451612903223,5.0
Male,0,Yes,Yes,50,1,1.0,Fiber optic,0.0,1.0,1.0,0.0,1.0,1.0,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.9,Yes,100.35799999999999,2.077,6.0
Male,1,No,No,32,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,0.0,0.0,Month-to-month,Yes,Credit card (automatic),81.1,2619.25,No,81.8515625,2.534375,3.0
Female,0,No,No,1,0,0.0,DSL,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Electronic check,24.6,24.6,Yes,24.6,24.6,0.0
Female,0,Yes,No,63,1,1.0,Fiber optic,0.0,0.0,0.0,1.0,0.0,0.0,One year,Yes,Credit card (automatic),81.2,4965.1,No,78.81111111111112,1.288888888888889,3.0
Male,0,No,No,30,1,1.0,Fiber optic,1.0,1.0,0.0,0.0,0.0,1.0,Month-to-month,Yes,Credit card (automatic),94.3,2679.7,No,89.32333333333332,3.143333333333333,5.0
Male,0,Yes,No,71,1,1.0,Fiber optic,1.0,1.0,1.0,1.0,1.0,1.0,Two year,Yes,Bank transfer (automatic),116.1,8310.55,No,117.04999999999998,1.6352112676056336,8.0
Female,0,No,No,53,1,1.0,Fiber optic,0.0,1.0,1.0,0.0,1.0,1.0,Two year,No,Electronic check,105.55,5682.25,No,107.2122641509434,1.991509433962264,6.0
Female,0,No,No,12,1,0.0,Fiber optic,1.0,0.0,0.0,1.0,1.0,1.0,Month-to-month,Yes,Bank transfer (automatic),98.9,1120.95,Yes,93.41250000000001,8.241666666666667,5.0
Male,0,Yes,No,50,1,1.0,Fiber optic,1.0,1.0,0.0,0.0,0.0,1.0,Month-to-month,Yes,Credit card (automatic),94.4,4914.9,No,98.29799999999999,1.8880000000000001,5.0
Female,0,No,No,2,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Mailed check,19.5,27.55,No,13.775,9.75,1.0
Female,0,No,No,9,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,No,Credit card (automatic),98.3,923.5,Yes,102.61111111111111,10.922222222222222,5.0
Male,0,No,No,17,1,0.0,Fiber optic,1.0,0.0,0.0,0.0,1.0,1.0,Month-to-month,No,Electronic check,93.85,1625.65,Yes,95.62647058823529,5.520588235294118,4.0
Female,0,Yes,No,56,1,0.0,Fiber optic,1.0,1.0,1.0,0.0,1.0,1.0,One year,Yes,Credit card (automatic),105.6,6068.65,No,108.36874999999999,1.8857142857142857,6.0
Male,0,Yes,Yes,67,1,0.0,DSL,1.0,1.0,1.0,0.0,1.0,1.0,Two year,No,Credit card (automatic),81.35,5398.6,No,80.57611940298509,1.2141791044776118,6.0
Male,1,No,No,9,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,1.0,1.0,Month-to-month,Yes,Electronic check,100.5,918.6,Yes,102.06666666666666,11.166666666666666,5.0
Male,0,No,No,4,1,0.0,DSL,0.0,0.0,0.0,0.0,1.0,0.0,Month-to-month,Yes,Electronic check,56.4,234.85,No,58.7125,14.1,2.0
Male,0,No,No,19,1,0.0,DSL,0.0,1.0,0.0,1.0,0.0,1.0,One year,Yes,Bank transfer (automatic),65.35,1231.85,No,64.83421052631579,3.439473684210526,4.0
Female,0,No,Yes,8,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Mailed check,19.95,170.9,No,21.3625,2.49375,1.0
Female,0,No,No,71,1,1.0,Fiber optic,0.0,1.0,1.0,1.0,1.0,1.0,Two year,Yes,Electronic check,111.25,7984.15,No,112.45281690140844,1.5669014084507042,7.0
Male,1,No,No,10,1,0.0,Fiber optic,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Electronic check,72.85,688.65,Yes,68.865,7.284999999999999,2.0
Female,1,No,No,15,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,1.0,0.0,Month-to-month,No,Credit card (automatic),89.0,1288.3,No,85.88666666666667,5.933333333333334,4.0
Male,0,Yes,Yes,72,1,1.0,Fiber optic,1.0,0.0,1.0,0.0,1.0,1.0,One year,Yes,Bank transfer (automatic),106.1,7848.5,No,109.00694444444444,1.473611111111111,6.0
Male,0,No,No,12,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,No,Credit card (automatic),20.05,267.0,No,22.25,1.6708333333333334,1.0
Male,0,Yes,Yes,72,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,Yes,Bank transfer (automatic),25.2,1798.9,No,24.984722222222224,0.35,2.0
Male,1,Yes,No,1,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Electronic check,73.55,73.55,Yes,73.55,73.55,2.0
Female,1,No,No,23,1,0.0,Fiber optic,1.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Bank transfer (automatic),75.4,1643.55,No,71.45869565217392,3.2782608695652176,2.0
Male,0,No,No,72,0,0.0,DSL,1.0,1.0,1.0,1.0,1.0,1.0,Two year,Yes,Bank transfer (automatic),65.55,4807.45,No,66.77013888888888,0.9104166666666667,6.0
Female,0,No,No,26,1,1.0,Fiber optic,0.0,0.0,1.0,0.0,0.0,0.0,Month-to-month,Yes,Electronic check,80.7,2193.0,No,84.34615384615384,3.103846153846154,3.0
Female,0,No,No,21,1,0.0,Fiber optic,0.0,1.0,1.0,1.0,1.0,1.0,One year,Yes,Mailed check,104.55,2239.4,No,106.63809523809525,4.978571428571429,6.0
Male,0,Yes,No,60,1,1.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,No,Bank transfer (automatic),24.15,1505.9,No,25.098333333333336,0.40249999999999997,2.0
Male,0,No,No,12,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Mailed check,20.45,255.35,No,21.279166666666665,1.7041666666666666,1.0
Male,0,Yes,No,16,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Electronic check,75.4,1189.4,No,74.3375,4.7125,2.0
Female,0,Yes,No,63,1,1.0,DSL,1.0,1.0,0.0,0.0,1.0,1.0,One year,Yes,Credit card (automatic),79.7,4786.15,No,75.97063492063492,1.265079365079365,6.0
Female,1,No,No,22,1,0.0,Fiber optic,1.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,No,Electronic check,81.7,1820.9,No,82.76818181818182,3.713636363636364,3.0
Female,0,Yes,Yes,32,1,0.0,DSL,1.0,1.0,1.0,1.0,0.0,1.0,Month-to-month,No,Bank transfer (automatic),76.3,2404.15,No,75.1296875,2.384375,6.0
Female,1,No,No,3,1,1.0,Fiber optic,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Electronic check,79.4,205.05,Yes,68.35000000000001,26.46666666666667,3.0
Female,0,No,No,13,1,0.0,Fiber optic,0.0,1.0,1.0,0.0,0.0,0.0,Month-to-month,Yes,Electronic check,81.15,952.3,Yes,73.25384615384615,6.242307692307692,3.0
Female,0,Yes,Yes,68,1,1.0,Fiber optic,0.0,1.0,0.0,1.0,1.0,1.0,Two year,Yes,Credit card (automatic),103.75,7039.45,No,103.52132352941176,1.525735294117647,6.0
Female,0,Yes,Yes,30,1,0.0,Fiber optic,0.0,0.0,1.0,0.0,0.0,1.0,One year,No,Electronic check,86.45,2538.05,No,84.60166666666667,2.881666666666667,3.0
Female,0,No,No,16,1,0.0,Fiber optic,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,No,Bank transfer (automatic),75.1,1212.85,No,75.803125,4.69375,2.0
Male,0,No,No,33,1,0.0,Fiber optic,0.0,1.0,0.0,1.0,0.0,0.0,Two year,No,Bank transfer (automatic),80.6,2651.1,No,80.33636363636363,2.4424242424242424,3.0
Male,0,Yes,No,72,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Two year,No,Credit card (automatic),19.3,1304.8,No,18.12222222222222,0.26805555555555555,1.0
Female,1,No,No,4,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,Yes,Electronic check,84.6,360.1,Yes,90.025,21.15,3.0
Female,0,No,No,12,0,0.0,DSL,1.0,0.0,0.0,1.0,0.0,0.0,One year,Yes,Mailed check,33.6,435.45,No,36.2875,2.8000000000000003,2.0
Female,1,Yes,No,4,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,1.0,0.0,Month-to-month,Yes,Electronic check,83.25,308.05,No,77.0125,20.8125,3.0
Female,0,Yes,Yes,1,1,0.0,DSL,1.0,1.0,1.0,0.0,1.0,1.0,Two year,No,Mailed check,80.85,1397.475,No,1397.475,80.85,6.0
Female,0,No,No,6,1,1.0,Fiber optic,1.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,Yes,Electronic check,79.05,434.5,Yes,72.41666666666667,13.174999999999999,3.0
Female,0,Yes,No,65,1,1.0,Fiber optic,0.0,1.0,1.0,1.0,1.0,1.0,One year,Yes,Credit card (automatic),108.05,7118.9,No,109.52153846153846,1.6623076923076923,7.0
Female,0,No,No,15,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Mailed check,19.9,320.45,No,21.363333333333333,1.3266666666666667,1.0
Female,0,No,Yes,24,1,0.0,No,0.0,0.0,0.0,0.0,0.0,0.0,One year,No,Bank transfer (automatic),21.05,531.55,No,22.147916666666664,0.8770833333333333,1.0
Female,0,No,Yes,13,0,0.0,DSL,0.0,1.0,0.0,0.0,0.0,0.0,Month-to-month,No,Electronic check,30.15,382.2,No,29.4,2.319230769230769,1.0
Male,0,No,No,24,1,0.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,1.0,Month-to-month,Yes,Credit card (automatic),79.85,2001.0,No,83.375,3.327083333333333,2.0
Female,0,Yes,No,72,0,0.0,DSL,1.0,1.0,1.0,1.0,1.0,1.0,Two year,No,Bank transfer (automatic),65.5,4919.7,No,68.32916666666667,0.9097222222222222,6.0
Female,0,Yes,Yes,54,1,1.0,Fiber optic,1.0,1.0,0.0,0.0,1.0,1.0,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8,No,104.55185185185185,1.9277777777777776,6.0
Female,0,No,No,3,1,1.0,Fiber optic,0.0,0.0,0.0,0.0,0.0,0.0,Month-to-month,No,Bank transfer (automatic),74.4,215.8,Yes,71.93333333333334,24.8,2.0
